Name,Gender,Usage,Meaning
JERICHO,m,English (Modern),"From the name of a city in Israel that is mentioned several times in the Old Testament. The meaning of the city's name is uncertain, but it may be related to the Hebrew word יָרֵחַ (yareach) meaning ""moon"", or otherwise to the Hebrew word רֵיחַ (reyach) meaning ""fragrant""."
JERMAINE,m,English,"Variant of GERMAIN. The name was popularized in the 1970s by Jermaine Jackson (1954-), a member of the singing group The Jackson 5."
JEROLD,m,English,Variant of GERALD.
JEROME,m,English,"From the Greek name Ἱερώνυμος (Hieronymos) meaning ""sacred name"", derived from ἱερός (hieros) meaning ""sacred"" and ὄνομα (onoma) meaning ""name"". Saint Jerome was responsible for the creation of the Vulgate, the Latin translation of the Bible, in the 5th century. He is regarded as a Doctor of the Church. The name was used in his honour in the Middle Ages, especially in Italy and France, and has been used in England since the 12th century."
JERRARD,m,English (Rare),Variant of GERARD.
JERRED,m,English (Rare),Variant of JARED.
JERRI,f,English,Variant of JERRY.
JERRIE,f,English,Variant of JERRY.
JERROD,m,English,Variant of JARED.
JERROLD,m,English,Variant of GERALD.
JERRY,m & f,English,"Diminutive of JEREMY, JEROME, GERALD, GERALDINE, and other names beginning with the same sound. A notable bearer was American comedian Jerry Lewis (1926-2017)."
JERVIS,m,English (Rare),From a surname that was a variant of JARVIS.
JESS,m & f,English,Short form of JESSE or JESSICA.
JESSA,f,English,Diminutive of JESSICA.
JESSALYN,f,English (Rare),Combination of JESSIE (1) and the popular name suffix lyn.
JESSAMINE,f,English (Rare),"From a variant spelling of the English word jasmine (see JASMINE), used also to refer to flowering plants in the cestrum family."
JESSAMYN,f,English (Rare),Variant of JESSAMINE.
JESSE,m,"English, Dutch, Finnish, Biblical","From the Hebrew name יִשַׁי (Yishai), which possibly means ""gift"". In the Old Testament Jesse is the father of King David. It began to be used as an English given name after the Protestant Reformation. A famous bearer was Jesse James (1847-1882), an American outlaw who held up banks and stagecoaches. He was eventually shot by a fellow gang member for a reward. Another famous bearer was the American athlete Jesse Owens (1913-1980), whose real name was James Cleveland (or J. C.) Owens."
JESSI,f,English (Modern),Variant of JESSIE (1).
JESSICA,f,"English, French, German, Swedish, Norwegian, Danish, Dutch, Italian, Spanish","This name was first used in this form by Shakespeare in his play The Merchant of Venice (1596), where it belongs to the daughter of Shylock. Shakespeare probably based it on the biblical name ISCAH, which would have been spelled Jescha in his time. It was not commonly used as a given name until the middle of the 20th century. It reached its peak of popularity in the United States in 1987, and was the top ranked name for girls between 1985 and 1995, excepting 1991 and 1992 (when it was unseated by Ashley). Notable bearers include actresses Jessica Tandy (1909-1994) and Jessica Lange (1949-)."
JESSIE (1),f,"Scottish, English",Originally a Scottish diminutive of JEAN (2). In modern times it is also used as a diminutive of JESSICA.
JESSIE (2),m,English,Variant of JESSE.
JESSIKA,f,"German, English (Modern)",German and English variant of JESSICA.
JESSYE,f,English,Variant of JESSIE (1).
JETT,m,English (Modern),"From the English word jet, which denotes either a jet aircraft or an intense black colour (the words derive from different sources)."
JEWEL,f & m,English,"In part from the English word jewel, a precious stone, derived from Old French jouel, which was possibly related to jeu ""game"". It is also in part from the surname Jewel or Jewell (a derivative of the Breton name JUDICAËL), which was sometimes used in honour of the 16th-century bishop of Salisbury John Jewel. It has been in use as a given name since the 19th century."
JEWELL,f & m,English,Variant of JEWEL.
JEZ,m,English (British),Diminutive of JEREMY.
JEZZA,m,English (British),Diminutive of JEREMY.
JILL,f,English,Short form of GILLIAN.
JILLIAN,f,English,Variant of GILLIAN.
JILLIE,f,English,Diminutive of JILL.
JILLY,f,English,Diminutive of JILL.
JIM,m,English,Medieval diminutive of JAMES.
JIMI,m,English,Diminutive of JAMES. A famous bearer was the rock musician Jimi Hendrix (1942-1970).
JIMMIE,m & f,English,Diminutive or feminine form of JAMES.
JIMMY,m,English,Diminutive of JAMES. This was the usual name of American actor James Stewart (1908-1997).
JINNY,f,English,Diminutive of VIRGINIA.
JO,f & m,"English, German, Dutch, Norwegian","Short form of JOAN (1), JOANNA, JOSEPHINE, or other names that begin with Jo. It is primarily masculine in German, Dutch and Norwegian, short for JOHANNES or JOSEF."
JOAN (1),f,English,"Medieval English form of Johanne, an Old French form of Iohanna (see JOANNA). This was the usual English feminine form of John in the Middle Ages, but it was surpassed in popularity by Jane in the 17th century. It again became quite popular in the first half of the 20th century, entering the top ten names for both the United States and the United Kingdom, though it has since faded.... [more]"
JOANDRA,f,English (Rare),Combination of JOANNE and ANDREA (2).
JOANIE,f,English,Diminutive of JOAN (1).
JOANN,f,English,Variant of JOAN (1).
JOANNA,f,"English, Polish, Biblical","English and Polish form of Latin Iohanna, which was derived from Greek Ἰωάννα (Ioanna), the feminine form of Ioannes (see JOHN). This is the spelling used in the English New Testament, where it belongs to a follower of Jesus who is regarded as a saint. In the Middle Ages in England it was used as a Latinized form of Joan (the usual feminine form of John) and it became common as a given name in the 19th century."
JOANNE,f,"English, French",Variant of JOAN (1) or JOHANNE.
JOBETH,f,English (Rare),Combination of JO and BETH.
JOBY,m,English (Rare),Diminutive of JOB and other names beginning with Jo.
JOCELIN,m & f,"French, English (Rare)",Variant of JOCELYN.
JOCELYN,f & m,"English, French","From a Germanic masculine name, variously written as Gaudelenus, Gautselin, Gauzlin, along with many other spellings. It was derived from the Germanic element gaut, which was from the name of the Germanic tribe the Geats or Goths, combined with a Latin diminutive suffix. The Normans brought this name to England in the form Goscelin or Joscelin, and it was common until the 14th century. It was revived in the 20th century primarily as a feminine name, perhaps an adaptation of the surname Jocelyn (a medieval derivative of the given name). In France this is a masculine name only."
JODENE,f,English (Rare),Feminine elaboration of JODY.
JODI,f,English,Feminine variant of JODY.
JODIE,f,English,Feminine variant of JODY.
JODY,f & m,English,Probably either a variant of JUDY or a diminutive of JOSEPH. It was popularized by the young hero in Marjorie Kinnan Rawlings' novel The Yearling (1938) and the subsequent film adaptation (1946).
JOE,m,English,"Short form of JOSEPH. Five famous sports figures who have had this name are boxers Joe Louis (1914-1981) and Joe Frazier (1944-), baseball player Joe DiMaggio (1914-1999), and football quarterbacks Joe Namath (1943-) and Joe Montana (1956-)."
JOEL,m,"English, Spanish, Portuguese, Swedish, Finnish, Biblical","From the Hebrew name יוֹאֵל (Yo'el) meaning ""YAHWEH is God"", from the elements יוֹ (yo) and אֵל ('el), both referring to the Hebrew God. Joel is one of the twelve minor prophets of the Old Testament, the author of the Book of Joel, which describes a plague of locusts. In England, it was first used as a Christian name after the Protestant Reformation."
JOELLA,f,English,Feminine form of JOEL.
JOELLE,f,English,Feminine form of JOEL.
JOETTA,f,English,Elaborated form of JO.
JOEY,m & f,English,Diminutive of JOSEPH. It is occasionally used as a feminine diminutive of JOSEPHINE or JOHANNA.
JOHANNA,f,"German, Swedish, Norwegian, Danish, Dutch, Hungarian, Finnish, Estonian, English, Late Roman",Latinate form of Greek Ioanna (see JOANNA).
JOHN,m,"English, Swedish, Danish, Norwegian, Dutch, Biblical","English form of Iohannes, the Latin form of the Greek name Ἰωάννης (Ioannes), itself derived from the Hebrew name יוֹחָנָן (Yochanan) meaning ""YAHWEH is gracious"", from the roots יוֹ (yo) referring to the Hebrew God and חָנַן (chanan) meaning ""to be gracious"". The Hebrew form occurs in the Old Testament (spelled Johanan or Jehohanan in the English version), but this name owes its popularity to two New Testament characters, both highly revered saints. The first is John the Baptist, a Jewish ascetic who is considered the forerunner of Jesus. He baptized Jesus and was later executed by Herod Antipas. The second is the apostle John, who is traditionally regarded as the author of the fourth gospel and Revelation. With the apostles Peter and James (his brother), he was part of the inner circle of Jesus.... [more]"
JOHNA,f,English (Rare),Feminine form of JOHN.
JOHNATHAN,m,English,Variant of JONATHAN influenced by JOHN.
JOHNATHON,m,English,Variant of JONATHAN influenced by JOHN.
JOHNIE,m & f,English,"Diminutive of JOHN, sometimes used as a feminine form."
JOHNNA,f,English,Feminine form of JOHN.
JOHNNIE,m & f,English,"Diminutive of JOHN, sometimes used as a feminine form."
JOHNNY,m,English,Diminutive of JOHN. A famous bearer is American actor Johnny Depp (1963-).
JOHN PAUL,m,English,Combination of JOHN and PAUL.
JOI,f,English (Modern),Variant of JOY.
JOISSE,f,English (Rare),Variant of JOYCE.
JOJO,m & f,English,"Diminutive of JOSEPH, JOLENE, and other names that begin with Jo."
JOLEEN,f,English,Variant of JOLENE.
JOLENE,f,English,Formed from JO and the popular name suffix lene. This name was created in the early 20th century. It received a boost in popularity after the release of Dolly Parton's 1973 song Jolene.
JOLIE,f,English,"Means ""pretty"" in French. This name was popularized by American actress Angelina Jolie (1975-), whose surname was originally her middle name. It is not used as a given name in France."
JOLINE,f,"English, Swedish (Modern)",Variant of JOLENE.
JOLYON,m,English (Rare),Medieval form of JULIAN. The author John Galsworthy used it for a character in his Forsyte Saga novels (published between 1906 and 1922).
JON (2),m,English,"Short form of JONATHAN, or sometimes a variant of JOHN."
JONAH,m,"English, Biblical","From the Hebrew name יוֹנָה (Yonah) meaning ""dove"". This was the name of a prophet swallowed by a fish, as told in the Old Testament Book of Jonah. Jonah was commanded by God to preach in Nineveh, but instead fled by boat. After being caught in a storm, the other sailors threw Jonah overboard, at which point he was swallowed. He emerged from the fish alive and repentant three days later.... [more]"
JONATHAN,m,"English, French, German, Swedish, Norwegian, Danish, Dutch, Biblical","From the Hebrew name יְהוֹנָתָן (Yehonatan), contracted to יוֹנָתָן (Yonatan), meaning ""YAHWEH has given"", derived from the roots יְהוֹ (yeho) referring to the Hebrew God and נָתַן (natan) meaning ""to give"". According to the Old Testament, Jonathan was the eldest son of Saul. His relationship with his father was strained due to his close friendship with his father's rival David. Along with Saul he was killed in battle with the Philistines.... [more]"
