Theme,Name,Gender,Usage,Meanings
Presidential,FAUSTIN,m,French,"French form ofFaustinus (see FAUSTINO). It is currently more common in French-speaking Africa and the French Caribbean than it is in France. A famous bearer was Faustin Soulouque (1782-1867), a president and then emperor of Haiti."
Presidential,FIDEL,m,Spanish,"From the Late Latin name Fidelis meaning ""faithful"". A famous bearer was revolutionary leader Fidel Castro (1926-2016), the former president of Cuba."
Presidential,FRANKLIN,m,English,"From an English surname that was derived from Middle English frankelin ""freeman"". A famous bearer of the surname was Benjamin Franklin (1706-1790), an American statesman, inventor, scientist and philosopher. The name has commonly been given in his honour in the United States. It also received a boost during the term of American president Franklin D. Roosevelt (1882-1945)."
Presidential,GAMAL,m,Arabic (Egyptian),Egyptian transcription of JAMAL. This name was borne by Egyptian president Gamal Nasser (1918-1970).
Presidential,GARFIELD,m,English,"From a surname meaning ""triangle field"" in Old English. A famous bearer was American president James A. Garfield (1831-1881). It is now associated with the cat in Jim Davis's cartoon strip Garfield."
Presidential,GEORGE,m,"English, Romanian","From the Greek name Γεώργιος (Georgios), which was derived from the Greek word γεωργός (georgos) meaning ""farmer, earthworker"", itself derived from the elements γῆ (ge) meaning ""earth"" and ἔργον (ergon) meaning ""work"". Saint George was a 3rd-century Roman soldier from Palestine who was martyred during the persecutions of Emperor Diocletian. Later legends describe his defeat of a dragon, with which he was often depicted in medieval art.... [more]"
Presidential,GRANT,m,"English, Scottish","From an English and Scottish surname that was derived from Norman French grand meaning ""great, large"". A famous bearer of the surname was Ulysses Grant (1822-1885), the commander of the Union forces during the American Civil War who later served as president. In America the name has often been given in his honour."
Presidential,GROVER,m,English,"From a surname meaning ""grove of trees"" from Old English graf. A famous bearer was the American president Grover Cleveland (1837-1908), who popularized the name in the United States at the end of the 19th century. The name is now associated with a muppet character from the children's television program Sesame Street."
Presidential,HARDING,m,English,From an English surname that was derived from the Old English given name HEARD. A famous bearer of the surname was American president Warren G. Harding (1865-1923).
Presidential,HARRISON,m,English,"From an English surname that meant ""son of HARRY"". This was the surname of two American presidents, William Henry Harrison (1773-1841) and his grandson Benjamin Harrison (1833-1901). The actor Harrison Ford (1942-), who starred in such movies as Star Wars and Indiana Jones, is a famous bearer."
Presidential,HARRY,m,English,"Medieval English form of HENRY. In modern times it is used as a diminutive of both Henry and HAROLD. A famous bearer was American president Harry S. Truman (1884-1972). It is also the name of the boy wizard in J. K. Rowling's Harry Potter series of books, first released in 1997."
Presidential,HAYES,m,English,"From a surname, either HAYES (1) or HAYES (2). It was borne by American president Rutherford B. Hayes (1822-1893)."
Presidential,HOUSTON,m,English,"From a Scottish surname meaning ""HUGH's town"". The original Houston is in Scotland near Glasgow, but this is also the name of a city in Texas, named after the Texas president Sam Houston (1793-1863)."
Presidential,IKE,m,English,"Diminutive of ISAAC. This was the nickname of the American president Dwight D. Eisenhower (1890-1969), based on the initial sound of his surname."
Presidential,JACKSON,m,English,"From an English surname meaning ""son of JACK"". A famous bearer of the surname was American president Andrew Jackson (1767-1845)."
Presidential,JAMES,m,"English, Biblical","English form of the Late Latin name Iacomus, a variant of the Biblical Latin form Iacobus, from the Hebrew name Ya'aqov (see JACOB). This was the name of two apostles in the New Testament. The first was Saint James the Greater, the apostle John's brother, who was beheaded under Herod Agrippa in the Book of Acts. The second was James the Lesser, son of Alphaeus. Another James (known as James the Just) is also mentioned in the Bible as being the brother of Jesus.... [more]"
Presidential,JEFFERSON,m,English,"From an English surname meaning ""son of JEFFREY"". It is usually given in honour of Thomas Jefferson (1743-1826), the third president of the United States and the primary author of the Declaration of Independence."
Presidential,JOHN,m,"English, Swedish, Danish, Norwegian, Dutch, Biblical","English form of Iohannes, the Latin form of the Greek name Ἰωάννης (Ioannes), itself derived from the Hebrew name יוֹחָנָן (Yochanan) meaning ""YAHWEH is gracious"", from the roots יוֹ (yo) referring to the Hebrew God and חָנַן (chanan) meaning ""to be gracious"". The Hebrew form occurs in the Old Testament (spelled Johanan or Jehohanan in the English version), but this name owes its popularity to two New Testament characters, both highly revered saints. The first is John the Baptist, a Jewish ascetic who is considered the forerunner of Jesus. He baptized Jesus and was later executed by Herod Antipas. The second is the apostle John, who is traditionally regarded as the author of the fourth gospel and Revelation. With the apostles Peter and James (his brother), he was part of the inner circle of Jesus.... [more]"
Presidential,KENNEDY,f & m,"English, Irish","From an Irish surname, an Anglicized form of Ó Cinnéidigh meaning ""descendant of CENNÉTIG"". The name is often given in honour of assassinated American president John F. Kennedy (1917-1963)."
Presidential,LECH,m,"Polish, Slavic Mythology","From the name of the Slavic tribe the Lendians, called the Lędzianie in Polish. According to Slavic legend this was the name of the founder of the Polish people. A famous bearer was the Polish president Lech Wałęsa (1943-)."
Presidential,LINCOLN,m,English,"From a surname that was originally from the name of a city in England, called Lindum Colonia by the Romans, derived from Brythonic lindo ""lake, pool"" and Latin colonia ""colony"". This name is usually given in honour of Abraham Lincoln (1809-1865), president of the United States during the American Civil War."
Presidential,LYNDON,m,English,"From an English surname that was derived from a place name meaning ""linden tree hill"" in Old English. A famous bearer was American president Lyndon B. Johnson (1908-1973)."
Presidential,MADISON,f & m,English,"From an English surname meaning ""son of MAUD"". It was not commonly used as a feminine name until after the movie Splash (1984), in which the main character adopted it as her name after seeing a street sign for Madison Avenue in New York City. It was ranked second for girls in the United States by 2001. This rise from obscurity to prominence in only 18 years represents an unprecedented 550,000 percent increase in usage.... [more]"
Presidential,MARTHA,f,"English, Swedish, Norwegian, Danish, Dutch, German, Greek, Biblical, Old Church Slavic, Biblical Latin, Biblical Greek","From Aramaic מַרְתָּא (marta') meaning ""the lady, the mistress"", feminine form of מַר (mar) meaning ""master"". In the New Testament this is the name of the sister of Lazarus and Mary of Bethany (who is sometimes identified with Mary Magdalene). She was a witness to Jesus restoring her dead brother to life.... [more]"
Presidential,MCKINLEY,f & m,English,"From a surname, the Gaelic form of which is Mac Fhionnlaigh meaning ""son of FIONNLAGH"". A famous bearer was the assassinated American president William McKinley (1843-1901)."
Presidential,MONROE,m & f,"Scottish, English","From a Scottish surname meaning ""from the mouth of the Roe"". The Roe is a river in Ireland. Two famous bearers of the surname were American president James Monroe (1758-1831) and American actress Marilyn Monroe (1926-1962)."
Presidential,NIXON,m,English (Modern),"From an English surname meaning ""son of NICK"". It was borne by the American president Richard Nixon (1913-1994)."
Presidential,PEYTON,m & f,English,"From an English surname, originally a place name meaning ""PÆGA's town"". A famous bearer was Peyton Randolph (1721-1775), the first president of the Continental Congress. It is also borne by American football quarterback Peyton Manning (1976-)."
Presidential,QUENTIN,m,"French, English","French form of the Roman name QUINTINUS. It was borne by a 3rd-century saint, a missionary who was martyred in Gaul. The Normans introduced this name to England. In America it was brought to public attention by president Theodore Roosevelt's son Quentin Roosevelt (1897-1918), who was killed in World War I."
Presidential,QUINCY,m,English,"From a surname that was derived (via the place name CUINCHY) from the personal name QUINTUS. A famous bearer was John Quincy Adams (1767-1848), sixth president of the United States, who was born in the town of Quincy, Massachusetts. Both the town and the president were named after his maternal great-grandfather John Quincy (1689-1767)."
Presidential,REAGAN,f & m,"English (Modern), Irish","From an Irish surname, an Anglicized form of Ó Ríagáin meaning ""descendant of RIAGÁN"". This surname was borne by American president Ronald Reagan (1911-2004)."
Presidential,RONALD,m,"Scottish, English, Dutch, German","Scottish form of RAGNVALDR, a name introduced to Scotland by Scandinavian settlers and invaders. It became popular outside Scotland during the 20th century. A famous bearer was American actor and president Ronald Reagan (1911-2004)."
Presidential,ROOSEVELT,m,English,"From a Dutch surname meaning ""rose field"". This name is often given in honour of American presidents Theodore Roosevelt (1858-1919) or Franklin D. Roosevelt (1882-1945)."
Presidential,RUTH (1),f,"English, German, Dutch, Swedish, Norwegian, Danish, Spanish, Biblical, Biblical Latin","From a Hebrew name that was derived from the Hebrew word רְעוּת (re'ut) meaning ""friend"". This is the name of the central character in the Book of Ruth in the Old Testament. She was a Moabite woman who accompanied her mother-in-law Naomi back to Bethlehem after Ruth's husband died. There she met and married Boaz. She was an ancestor of King David.... [more]"
Presidential,SUHARTO,m,Javanese,"From Sanskrit सु (su) meaning ""good"" and अर्थ (artha) meaning ""wealth, property"" (borrowed into Indonesian as harta). This was the name of an Indonesian general (1921-2008) who seized power to become the country's second president."
Presidential,SUKARNO,m,Javanese,"From the Sanskrit prefix सु (su) meaning ""good"" combined with the name of the mythological hero KARNA. Sukarno (1901-1970), who did not have a surname, was the first president of Indonesia."
Presidential,THEODORE,m,English,"From the Greek name Θεόδωρος (Theodoros), which meant ""gift of god"" from Greek θεός (theos) meaning ""god"" and δῶρον (doron) meaning ""gift"". The name Dorothea is derived from the same roots in reverse order. This was the name of several saints, including Theodore of Amasea, a 4th-century Greek soldier; Theodore of Tarsus, a 7th-century archbishop of Canterbury; and Theodore the Studite, a 9th-century Byzantine monk. It was also borne by two popes.... [more]"
